"NGA","PolID","Time","PropCoded","PolPop","PolTerr","CapPop","levels","government","infrastr","writing","texts","money","irep","FreqLR","ConformityLR","FreqWR","ConformityWR","FreqFR","ConformityFR","FreqER","ConformityER","FreqDR","ConformityDR","MHG","BSP","WrittenRecords","ReligiousHier","GeneralMoralisticPunishment","MoralisingHighGods","MoralisingGods","DoctrinalMode","Writing"
"Upper Egypt","TnFatim",1100,98,6.6290497446303,5.80002935924413,5.07918124604763,5.56437041285985,0.9,0.925,0.857142857142857,1,5,18,1.33333333333333,NA,6,NA,6,NA,2,NA,NA,NA,3,1,1,5.28109723745604,1,1,1,1,1
"Upper Egypt","EgAyyub",1200,98,6.96047048118992,6.20828654906794,5.30102999566398,4.72218638212664,0.718181818181818,0.909090909090909,0.857142857142857,1,5,18,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,4,1,1,1,1,1
"Upper Egypt","EgMamBh",1300,98,6.84175192096984,6.32221929473392,5.30102999566398,5.6,0.9,0.908333333333333,0.857142857142857,0.9875,5,18,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,3,1,1,1,1,1
"Upper Egypt","EgMamCP",1400,98,6.68124123737559,6.32221929473392,5.6431162007129,5.58474512856498,0.9,0.991666666666667,0.857142857142857,1,5,18,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,2.92372564282488,1,1,1,1,1
"Upper Egypt","EgMamBu",1500,98,6.77815125038364,6.32221929473392,5.4340709598974,5.38459966218684,0.9,0.966666666666667,0.857142857142857,0.9875,5,18,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,3.92299831093422,1,1,1,1,1
"Valley of Oaxaca","MxTieLa",-1400,86.3,2.09141317050705,1.4263438047701,2.08713887873933,1,0.1,0.109090909090909,0,0,0,18,NA,NA,4,NA,4,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
"Valley of Oaxaca","MxSanGu",-1100,86.3,3.22413415113336,3.61864967931032,3.05335511111551,1.33333333333333,0.0454545454545455,0.02,0,0,0,18,NA,NA,4,NA,4,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
"Valley of Oaxaca","MxRosar",-700,88.2,3.33450585346975,2.11888020985784,3,1.66666666666667,0.03,0.0272727272727273,0.5,0.125,0,18,NA,NA,4,NA,4,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,NA,1
"Valley of Oaxaca","MxAlb1E",-500,94.1,4.01053155745001,3.11394335230684,3.30102999566398,1.44689696645414,0,0,0.5,0.125,0,18,NA,NA,4,NA,4,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,NA,1
"Valley of Oaxaca","MxAlb1E",-400,94.1,4.01053155745001,3.11394335230684,3.72263392253381,1.44689696645414,0,0,0.5,0.125,0,18,NA,NA,4,NA,4,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,NA,1
"Valley of Oaxaca","MxAlb1L",-300,84.3,4.69897000433602,3.69897000433602,3.72263392253381,2.33333333333333,0.64,0.25,0.333333333333333,0.125,0,18,NA,NA,4,NA,4,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,NA,1
"Valley of Oaxaca","MxAlb2*",-100,96.1,4.67114717120849,4.30102999566398,4.16136800223498,2.86232601474366,0.5,0.25,0.166666666666667,0.125,0,18,NA,NA,4,NA,4,NA,NA,NA,NA,NA,0,0,1,2.44930405897462,0,0,0,1,1
"Valley of Oaxaca","MxAlb3A",200,88.2,5.00896540629122,4.11060496288991,4.26563495070116,2.53605353208038,0.375,0.190909090909091,0.3,0.125,0,18,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,2.23682314636255,0,0,0,1,0
"Valley of Oaxaca","MxAlb3B",500,78.4,3.9586574651144,3.90051412716016,4.32926610527047,2.69691984118877,0.64,0.0444444444444444,0.557142857142857,0.125,0.9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,3,0,0,0,1,1
"Valley of Oaxaca","MxAlb3B",700,78.4,3.9586574651144,3.01575594330477,4.32926610527047,2.44691984118877,0.64,0.0444444444444444,0.557142857142857,0.125,0.9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,3,0,0,0,1,1
"Valley of Oaxaca","MxAlb5*",900,76.5,3.84702855349922,3.29904442436918,3.73364293831598,2.33311241139678,0.7,0.05,0.56,0.125,0,18,2,NA,5,NA,5,NA,2,NA,NA,NA,0,0,0.9,3,0,0,0,1,1
"Valley of Oaxaca","MxAlb5*",1000,76.5,3.84702855349922,3.64114438157277,3.73364293831598,2.48853475201259,0.7,0.05,0.56,0.125,0,18,2,NA,5,NA,5,NA,2,NA,NA,NA,0,0,0.9,3,0,0,0,1,1
"Yemeni Coastal Plain","YeHmyr2",400,78.4,5.53949406999699,5.46775557672773,4.28081151909692,4,0.62,0.78,1,0.85,5,18,2.5,NA,2,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,1,1,1,1,1
"Yemeni Coastal Plain","YeZiyad",900,33.3,6.07480935149357,5.45544493667696,5.28769688067243,3.13752716724451,0.92,0.9,0.9,0.9,3.6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0.9,NA,1,1,1,NA,1
"Yemeni Coastal Plain","YeWarLd",1100,56.9,6.02139332646245,5.71188903144806,5.26071860136386,3.81968375951234,0.975,0.96,0.966666666666667,0.985714285714286,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3.43602049515033,1,1,1,1,1
"Yemeni Coastal Plain","YeRasul",1300,70.6,7.1924371199294,6.08462412666487,4.69897000433602,4.02157040156908,0.977777777777778,0.95,1,1,4.5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3.06471120470724,1,1,1,1,1
"Yemeni Coastal Plain","YeTahir",1500,72.5,6.73942987510239,6.43610208419847,5.26868233278424,4.14589554958315,0.888888888888889,0.966666666666667,1,1,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3.43768664874946,1,1,1,1,1
"Yemeni Coastal Plain","YeQasmi",1700,88.2,3.8882597240526,4.61039972683006,4.43063236608828,2.8,0.572727272727273,0.272727272727273,0.833333333333333,0.814285714285714,5,18,2,NA,5,NA,5,NA,0,NA,NA,NA,3,1,1,3,1,1,1,1,1
"Big Island Hawaii","Hawaii1",1000,76.5,3.14260445121805,3.44285634293537,2.1984710945367,0.726973544057619,0.0909090909090909,0.1,0.1,0.1,1.8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,NA,0,0,0,NA,0
"Big Island Hawaii","Hawaii2",1200,86.3,3.52597410632543,3.36239985662336,3.17076455065791,2.7567553152534,0.0909090909090909,0.0909090909090909,0.15,0,1.8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Big Island Hawaii","Hawaii2",1300,86.3,4.13784927008457,3.36239985662336,2.94529808919574,2.13497970262347,0.0909090909090909,0.0909090909090909,0.15,0,1.8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Big Island Hawaii","Hawaii2",1400,86.3,4.13795932904772,3.36239985662336,3.46271500890222,2.28421104483027,0.0909090909090909,0.181818181818182,0.15,0,1.8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Big Island Hawaii","Hawaii2",1500,86.3,4.53019532130086,3.36239985662336,4.28259575271939,1.31469502102764,0.172727272727273,0.181818181818182,0.15,0,1.8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Big Island Hawaii","Hawaii2",1600,80.4,3.84626195161869,3.36239985662336,3.40177004608767,1.14138694681835,0.09,0.1,0.15,0,1.8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Big Island Hawaii","Hawaii3",1700,94.1,5.031518233886,4.05062619636158,3.72157273301976,2.58580284263319,0.227272727272727,0.245454545454545,0.166666666666667,0,1.8,19,2,NA,6,NA,NA,NA,2,NA,NA,NA,0.1,0.1,0,2,0,0,0,1,0
"Big Island Hawaii","USKameh",1800,92.2,5.1586955247827,4.1891810888377,3.74895977487241,2.94179042096267,0.35,0.263636363636364,0.166666666666667,0,1.8,19,2,NA,6,NA,NA,NA,2,NA,NA,NA,2,0.9,0,2,1,0,1,1,0
"Cahokia","USMisEW",-600,88.2,1.54405897467725,1.80680726963754,1.57167306250794,1,0,0.0833333333333333,0,0,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
"Cahokia","USMisMW",-100,88.2,1.67447075389853,2.58067897951306,1.69429888322666,1.1430897736115,0,0.0833333333333333,0,0,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
"Cahokia","USMisRo",300,88.2,1.56112397006088,1.13508074644627,1.50035887433913,1,0,0.0833333333333333,0,0,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
"Cahokia","USMisMu",500,88.2,1.62185172448303,0.41202894975887,1.58776353172377,1,0,0.0916666666666667,0,0,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
"Cahokia","USMisPa",600,88.2,1.53673603852417,1.66863939526447,1.52508189559149,1.25,0,0.0916666666666667,0,0,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
"Cahokia","USMisSp",800,90.2,2.65870684868505,2.27786021086033,2.68878071456524,1.75,0,0.1,0,0,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,2,0,0,0,1,0
"Cahokia","USMisME",900,82.4,2.67095186284493,2.22237650276716,2.67251205233104,1.75,0.2,0.316666666666667,0,0,1.8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,2,0,0,0,1,0
"Cahokia","USMisME",1000,82.4,2.67095186284493,2.22237650276716,2.67251205233104,2.5,0.2,0.316666666666667,0,0,1.8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,3,0,0,0,1,0
"Cahokia","USCahoE",1100,78.4,4.65896211543545,3.45740970166939,4.15427231991959,2.90846030590351,0.333333333333333,0.325,0,0,1.8,19,2,NA,NA,NA,6,NA,2,NA,NA,NA,0.1,0.1,0,3,0,0,0,1,0
"Cahokia","USCahoL",1200,78.4,4.65935546079959,3.40727235590898,4.14608979116051,2.83454237121302,0.333333333333333,0.325,0,0,1.8,19,2,NA,NA,NA,6,NA,2,NA,NA,NA,0.1,0.1,0,3,0,0,0,1,0
"Cahokia","USMisSd",1300,76.5,4.09460380648696,2.99648424625893,3.79111916421952,2.75,0.333333333333333,0.263636363636364,0,0,1.8,19,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,0.1,0.1,0,3,0,0,0,1,0
"Cahokia","USOneot",1400,70.6,2.16806569446133,2.15078940676777,2.30102999566398,1.35332171356737,0.0833333333333333,0.3125,0.1,0.1,1.8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,1,0,0,0,NA,0
"Cahokia","USOneot",1600,70.6,3.39047719369485,2.80149586316191,3.37455035724858,1.35332171356737,0.0833333333333333,0.3125,0.1,0.1,1.8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,1,0,0,0,NA,0
"Cahokia","USIllin",1700,68.6,3.95589632154497,4.20164412983794,3.29655267948121,1.5,0.04,0.233333333333333,0.4,0.1,1.8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.1,1,0,0,0,NA,0
"Cambodian Basin","KhFunaE",300,84.3,5.04594459448017,5.40999057483219,3.30102999566398,2.5,0.618181818181818,0.977777777777778,1,1,4,19,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,0.666666666666667,1,2,1,0,1,1,1
"Cambodian Basin","KhFunaL",600,84.3,5.22601675181042,5.42193281327851,3.30102999566398,2.68375376122812,0.61,0.888888888888889,1,1,4,19,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,0.666666666666667,1,2,1,0,1,1,1
"Cambodian Basin","KhChenl",700,80.4,6.79121764910711,5.72509452108147,4.77815125038364,4.5,0.79,0.888888888888889,1,0.985714285714286,3,19,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,0.666666666666667,1,6,1,0,1,1,1
"Cambodian Basin","KhChenl",800,80.4,7.5283962453423,5.72509452108147,5.47712125471966,4.5,0.79,0.888888888888889,1,0.985714285714286,3,19,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,0.666666666666667,1,6,1,0,1,1,1
"Cambodian Basin","KhAngkE",900,96.1,6.27574114997367,5.96229686827674,5.60205999132796,4.8,0.836363636363636,0.916666666666667,1,0.9875,4,19,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,6,1,0,1,1,1
"Cambodian Basin","KhAngkE",1000,94.1,7.19376314312425,5.96229686827674,5.35901894157081,4.8,0.836363636363636,0.916666666666667,1,0.9875,4,19,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,6,1,0,1,1,1
"Cambodian Basin","KhAngkC",1100,98,6.17609125905568,5.97277889180762,5.908646294623,5,0.827272727272727,0.916666666666667,1,0.9875,4,19,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,6,1,0,1,1,1
"Cambodian Basin","KhAngkL",1300,96.1,6.17609125905568,4.57979501039408,6.03760032257625,5,0.827272727272727,0.875,1,0.975,3.6,19,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,6,1,0,1,1,1
"Cambodian Basin","KhCambd",1500,96.1,5.94138624003296,5.44660861164799,4.62135578228829,6.5,0.827272727272727,0.916666666666667,1,0.9875,4,19,NA,NA,6,NA,6,NA,NA,NA,NA,NA,1,0.666666666666667,1,6,1,0,1,1,1
"Cambodian Basin","ThAyuth",1600,80.4,7.36102892578487,5.96241050311925,5.19033169817029,4.8,0.554545454545455,0.877777777777778,1,0.95,5,19,2,NA,6,NA,6,NA,5,NA,NA,NA,2,0.666666666666667,1,6,1,0,1,1,1
"Cambodian Basin","ThAyuth",1700,80.4,6.6355803387452,5.46022644973392,5.19033169817029,4.8,0.554545454545455,0.888888888888889,1,0.95,5,19,2,NA,6,NA,6,NA,5,NA,NA,NA,2,0.666666666666667,1,6,1,0,1,1,1
"Cambodian Basin","ThRattn",1800,86.3,6.64192240367594,5.71021894258437,4.98603410853829,4.75,0.554545454545455,0.866666666666667,1,1,5,19,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,6,1,0,1,1,1
"Central Java","IdMedng",800,74.5,5.43279817427356,5.03060040554576,3,2.88977891091775,0.825,0.866666666666667,0.816666666666667,0.96,5,19,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,0.666666666666667,1,0.964176136317302,1,0,1,1,1
"Central Java","IdMedng",900,74.5,5.43279817427356,5.03060040554576,3,3.13977891091775,0.825,0.866666666666667,0.816666666666667,0.96,5,19,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,0.666666666666667,1,0.964176136317302,1,0,1,1,1
"Central Java","IdKedir",1100,72.5,5.40319374396593,4.7885922730065,4.29167055135682,4,0.8375,0.866666666666667,0.816666666666667,0.94,5,19,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,0.666666666666667,1,3,1,0,1,1,1
"Central Java","IdKedir",1200,72.5,5.53218617830941,4.7885922730065,5.07150308947779,4,0.8375,0.866666666666667,0.816666666666667,0.94,5,19,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,0.666666666666667,1,3,1,0,1,1,1
"Central Java","IdMajap",1300,86.3,6.69897000433602,5.69897000433602,5.30330229710024,4,0.89,0.95,0.816666666666667,0.95,4,19,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,0.666666666666667,1,3,1,0,1,1,1
"Central Java","IdMatrm",1600,76.5,6.51239265798511,5.0018436811876,4.57340038044712,3.44000466444973,0.977777777777778,0.955555555555556,0.816666666666667,0.933333333333333,4.5,19,2,NA,4,NA,4,NA,2,NA,NA,NA,3,1,1,2.20002332224864,1,1,1,1,1
"Chuuk Islands","FmTrukE",1800,94.1,3.7053231274254,3.86768544474619,2.12186454524455,1.75,0,0.0833333333333333,0.166666666666667,0,1,19,NA,NA,5,NA,5,NA,NA,NA,NA,NA,2,0.633333333333333,0,1,1,0,1,1,0
"Chuuk Islands","FmTrukL",1900,96.1,3.96378782734556,2.1044871113124,3.46500447155406,2.5,0.609090909090909,0.35,0.816666666666667,0.3625,6,19,NA,NA,5,NA,5,NA,NA,NA,NA,NA,2,0.7,1,1,1,0,1,1,1
"Cuzco","PeCuzLF",100,74.5,5.94023463466176,3.39644098030055,3.45460769630244,3,0.1,0.18,0,0,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Cuzco","PeCuzE1",200,72.5,4.32012968175705,2.85189985318653,3.42357982663977,3,0.1,0.214285714285714,0,0,0.3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Cuzco","PeCuzE1",300,72.5,3.5095893801575,2.80247245780221,2.95098848655286,3,0.1,0.214285714285714,0,0,0.3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Cuzco","PeCuzE1",400,72.5,2.70741483482607,3,4.05778418330287,3,0.1,0.214285714285714,0,0,0.3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Cuzco","PeCuzE2",500,76.5,4.17220373569032,3,2.75686270344025,3,0.1,0.18,0,0,0.3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Cuzco","PeWari*",700,86.3,5.65261420801672,4.81636679966443,4.65960915523733,3.98701703661904,0.52,0.7625,0.166666666666667,0.0125,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Cuzco","PeCuzL1",1000,84.3,4.44463963707062,2.73030525119521,3.77010949804885,4,0.1,0.44,0.0285714285714286,0,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Cuzco","PeCuzL2",1300,86.3,4.88863792112143,3.39226306363726,3.91436859812547,3.5,0.41,0.61,0.0333333333333333,0,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,2,0,0,0,1,0
"Cuzco","PeInca*",1400,98,6.7099175601389,6.07511677230648,4.80568522337304,4.5527269583918,0.581818181818182,0.758333333333333,0.285714285714286,0,1.8,19,1.33333333333333,NA,1,NA,6,NA,2,NA,NA,NA,1,0,0,4,0,0,0,1,0
"Cuzco","PeInca*",1500,100,7.17132800365955,6.07511677230648,4.80568522337304,4.5527269583918,0.581818181818182,0.758333333333333,0.285714285714286,0,1.8,19,1.33333333333333,NA,1,NA,6,NA,2,NA,NA,NA,1,0,0,4,0,0,0,1,0
"Deccan","InDecNL",-2700,90.2,3.724498136983,3.98616350009612,2.6286828878842,1.2,0.1,0.175,0.1,0.1,0.9,19,2,NA,2,NA,NA,NA,2,NA,NA,NA,0.1,0.1,0.1,2,0,0,0,1,0
"Deccan","InDecIA",-1200,86.3,2.84043934960109,1.70787948683141,2.86423736285484,1,0.1,0.388888888888889,0.233333333333333,0.1,0.9,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,1,0,0,0,NA,0
"Deccan","InDecIA",-900,86.3,4.03943119785692,3.55263356234819,3.49840537720324,1.25892503756657,0.1,0.388888888888889,0.233333333333333,0.1,0.9,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,1,0,0,0,NA,0
"Deccan","InDecIA",-500,86.3,4.34542754273742,4.59197648689748,3.89019330053113,1.75,0.1,0.388888888888889,0.233333333333333,0.1,0.9,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,1,0,0,0,NA,0
"Deccan","InSataL",-100,82.4,6.85349964675515,6.12152717719805,4.92427928606188,2.96310409626978,0.581818181818182,0.777777777777778,0.975,0.842857142857143,5,19,0,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,1.34831820535585,1,0,1,1,1
"Deccan","InSataL",0,82.4,6.89775003809075,6.12152717719805,4.92427928606188,2.96310409626978,0.581818181818182,0.777777777777778,0.975,0.842857142857143,5,19,0,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,1.34831820535585,1,0,1,1,1
"Deccan","InSataL",100,82.4,6.92474974885231,6.12152717719805,4.92427928606188,2.96310409626978,0.581818181818182,0.777777777777778,0.975,0.842857142857143,5,19,0,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,1.34831820535585,1,0,1,1,1
"Deccan","InSataL",200,82.4,6.95059863032988,6.17064817047793,4.92427928606188,2.96310409626978,0.581818181818182,0.777777777777778,0.975,0.842857142857143,5,19,0,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,1.34831820535585,1,0,1,1,1
"Deccan","InVakat",300,60.8,6.82285510281253,5.97298057318214,4.74570119958105,3.44155938479843,0.8625,0.666666666666667,0.78,0.983333333333333,5,19,0,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,1.69328978649475,1,0,1,1,1
"Deccan","InKadam",500,64.7,6.10527432534652,4.90741845388393,3.92476801758192,3.54288081356607,0.625,0.7125,0.925,0.94,5,19,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,0.9,1.62704553470725,1,0,1,1,1
"Deccan","InChaBd",600,74.5,6.42741094334096,5.8750612633917,4.84509804001426,4.46060569332951,0.9,0.744444444444444,0.975,0.95,5,19,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.7,1,5,1,0,1,1,1
"Deccan","InChaBd",700,74.5,6.8328588056777,5.8750612633917,4.84509804001426,4.46060569332951,0.9,0.744444444444444,0.975,0.95,5,19,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.7,1,5,1,0,1,1,1
"Deccan","InRasht",800,84.3,6.75269490266164,5.77815125038364,5,4.78589797043877,0.79,0.777777777777778,0.975,0.875,5,19,2,NA,6,NA,6,NA,2,NA,NA,NA,1,1,1,5,1,0,1,1,1
"Deccan","InRasht",900,84.3,6.78586744808433,5.77815125038364,5,4.78589797043877,0.79,0.777777777777778,0.975,0.875,5,19,2,NA,6,NA,6,NA,2,NA,NA,NA,1,1,1,5,1,0,1,1,1
"Deccan","InChaKl",1000,76.5,6.87872432728485,6.40989938287031,5.14343885489116,4.20158701219161,0.866666666666667,0.7125,0.975,0.975,5,19,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.7,1,5,1,0,1,1,1
"Deccan","InHoysa",1200,72.5,6.68968489425065,5.3760828959438,5.09691001300806,3.21779772702486,0.733333333333333,0.916666666666667,0.9,0.9625,5,19,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,0.9,1.44445138206053,1,0,1,1,1
"Deccan","InKampi",1300,70.6,4.95495999153896,4.23536366720661,4.52202017369881,3.1565057671222,0.7875,0.766666666666667,0.766666666666667,0.9625,5,19,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,0.9,2.18994133216893,1,0,1,1,1
"Deccan","InVijay",1400,86.3,7.39794000867204,5.55021570799719,5,3.44661212127552,0.9,0.977777777777778,0.8,0.971428571428571,5,19,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,1.32972388825811,1,0,1,1,1
"Deccan","InVijay",1500,86.3,7.39794000867204,5.55021570799719,5.37574133365461,3.44661212127552,0.9,0.977777777777778,0.8,0.971428571428571,5,19,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,1.32972388825811,1,0,1,1,1
"Deccan","InVijay",1600,84.3,7.39794000867204,5.55021570799719,6.52664042405025,3.44661212127552,0.9,0.977777777777778,0.8,0.971428571428571,5,19,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,1.32972388825811,1,0,1,1,1
"Finger Lakes","UsIroqE",1600,98,3.74036268949424,5,2.77815125038364,2.25,0.0909090909090909,0.0833333333333333,0.333333333333333,0,2,19,2,NA,2,NA,NA,NA,2.33333333333333,NA,NA,NA,0,0,0,1,0,0,0,NA,0
"Finger Lakes","UsIroqE",1700,96.1,4.73767740930202,5,2.77815125038364,2.25,0.0909090909090909,0.0833333333333333,0.333333333333333,0,2,19,2,NA,2,NA,NA,NA,2.33333333333333,NA,NA,NA,0,0,0,1,0,0,0,NA,0
"Garo Hills","InGaroE",1800,96.1,3.42271238411146,3.5860929237556,3.4401360197849,1.6,0,0.0833333333333333,0.333333333333333,0,1,19,2,NA,2,NA,2,NA,1,NA,NA,NA,2,0,0,1,0,0,0,NA,0
"Ghanaian Coast","GhAshnE",1600,92.2,4.50573119321805,4.60007460084105,3.81528142956836,3.4,0.172727272727273,0.325,0.333333333333333,0,3,19,2,NA,2,NA,4,NA,NA,NA,NA,NA,3,0.9,0,3,1,1,1,1,0
"Ghanaian Coast","GhAshnL",1800,94.1,6.46654164684879,5.53619211574666,4.35218251811136,4.4,0.454545454545455,0.408333333333333,1,0.375,3,19,2,NA,2,NA,4,NA,2,NA,NA,NA,3,0.9,1,4,1,1,1,1,1
"Iceland","IsCommw",1000,90.2,4.22201630536502,5.01283722470517,2.41364056736691,2,0.122222222222222,0,0.6,0.0125,4,19,2,NA,5,NA,5,NA,3,NA,NA,NA,2,0.366666666666667,0,1,1,0,1,1,0
"Iceland","IsCommw",1100,92.2,4.49136169383427,5.01283722470517,2.41364056736691,2.4,0.233333333333333,0,0.8,0.3625,4,19,2,NA,5,NA,5,NA,3,NA,NA,NA,3,0.9,0,2,1,1,1,1,0
"Iceland","IsCommw",1200,90.2,5.08562982272121,5.01283722470517,2.41364056736691,2.4,0.233333333333333,0,1,0.9875,4,19,2,NA,5,NA,5,NA,3,NA,NA,NA,3,0.9,1,2,1,1,1,1,1
"Iceland","NorKing",1300,96.1,4.73904512737759,5.01283722470517,2.43034481775197,3.75,0.554545454545455,0.0166666666666667,1,0.9875,4,19,NA,NA,5,NA,5,NA,NA,NA,NA,NA,3,0.666666666666667,1,4,1,1,1,1,1
"Kachi Plain","PkAcerN",-7500,88.2,3.69462137118776,1.8087288945622,2.7306606575406,0.535057224952488,0.0272727272727273,0.275,0,0,1.8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,0,0,0,NA,0
"Kachi Plain","PkCeraN",-5500,88.2,2.06603472684692,2.00907278862883,2.70420861158917,0.705551329145162,0.0272727272727273,0.35,0,0,1.8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,0,0,0,NA,0
"Kachi Plain","PkChalc",-4000,86.3,3.2937660446819,2.17636929261072,3.30435499878842,1.66492366064911,0.1,0.341666666666667,0,0,1.8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
